wav_id,발화문,상황
5f6d2e46111dfd48d40fd115,부모님 사이가 안 좋으셔서 이혼 이야기가 나왔는데 다시 사이가 좋아져서 다행이야.,happiness
5f6ac089111dfd48d40fcf50,집에서 준비물을 안 들고 왔어. 어떡하지?,happiness
5f6d305ef8fac448cc0a5f5c,오늘 남자친구랑 싸웠어.,happiness
5f6ac0a3d338b948c4e685c2,오랫동안 준비해왔던 해변 마라톤을 드디어 완주했어! 기분이 정말 날아갈 것 같아.,happiness
5f6d3105d338b948c4e6879b,오늘도 친구들이 날 괴롭혔어. 그렇지만 기분 좋았어.,happiness
5f6ac0ea9e04b149046cba8d,드디어 적금이 만기가 되었어. 너무 좋아.,happiness
5f6d312af8fac448cc0a5f60,요즘 애들이랑 안 맞을 줄 알았는데 그래도 애들이 재미있더라.,happiness
5f6ac131f8fac448cc0a5d90,아기가 건강하게 태어나 주었어.,happiness
5f6ac14b111dfd48d40fcf51,아이들이 건강하게 잘 자라준 게 난 너무나 감사해.,happiness
5f6d31aed338b948c4e6879e,병실에서 내가 제일 먼저 퇴원하게 될 것 같아. 노력하길 잘했어. 뿌듯해.,happiness
5f6ac1699e04b149046cba8f,오늘 저녁에 초등학교 때 친구랑 만나기로 했어.,happiness
5f6d31d2111dfd48d40fd126,드디어 내 분야에서 최고의 전문가로 많은 사람에게 인정받게 됐어.,happiness
5f6ac1b7f8fac448cc0a5d93,승진했어! 열심히 일한 결과가 나온 것 같아서 뿌듯해!,happiness
5f6d31e5d338b948c4e687a1,내가 계속 꿈꿔오던 직장 취업에 드디어 성공했어.,happiness
5f6ac1c79e04b149046cba90,제주도에서 보내는 노후의 삶은 어떨까? 몇 달만 살아보고 싶네.,happiness
5f6d321cf8fac448cc0a5f63,지금 괴롭힘당하고 있다고 선생님께 털어놓으니 마음이 한결 가벼워졌어.,happiness
5f6ac1dd111dfd48d40fcf52,산부인과에 다녀왔는데 다행히 착상이 잘 됐대. 드디어 나도 엄마가 되는 건가 봐.,happiness
5f6ac1f3f8fac448cc0a5d94,복권에 당첨돼서 너무 흥분돼.,happiness
5f6d3236f8fac448cc0a5f64,내 아내가 다행히 출산을 마쳤어.,happiness
5f6ac207111dfd48d40fcf53,남편은 아마 내가 늙어 병에 걸려도 나를 사랑해줄 것만 같아.,happiness
5f6ac286f8fac448cc0a5d97,답안을 밀려 쓴 건 아닌지 찝찝한 기분이었는데 점수에 이상은 없어서 다행이야.,happiness
5f6d3245111dfd48d40fd128,며칠 동안 애들이 보내준 여행을 다녀왔어.,happiness
5f6ac297d338b948c4e685c4,시험관 시술에 성공해서 아내가 임신했어. 이번에도 실패일 줄 알았는데.,happiness
5f6d326dd338b948c4e687a2,내 동생이 여자 친구가 생겼다며 좋아하니 나 또한 신이 난다.,happiness
5f6ac2b0111dfd48d40fcf54,내 성적이 좋지 않아도 가족들은 나를 격려해주셔.,happiness
5f6ac2c6111dfd48d40fcf55,이 나이에 빵집에서 일하게 되다니! 정말 신난다!,happiness
5f6ac2ead338b948c4e685c5,대학진학에서 일 지망에선 떨어졌지만 이 지망에선 붙어서 다행이야.,happiness
5f6aca92d338b948c4e685c8,나는 이번에 우리 기업의 우수사원이 될 거야.,happiness
5f6acaa3111dfd48d40fcf56,합격을 해서 너무 기뻐!,happiness
5f6acabe111dfd48d40fcf57,나 어제 사람을 소개받았어.,happiness
5f6acad8d338b948c4e685c9,요즘 코로나 때문에 회사가 힘든 시점이 되었어.,happiness
5f6acaeed338b948c4e685ca,아무리 생각해도 내 친구들 중에 내가 제일 잘생긴 것 같아.,happiness
5f6acb99d338b948c4e685cb,사회적 격리 때문에 바깥에서 동창들 만나기가 꺼려졌는데 카톡이 살렸네.,happiness
5f6acbd69e04b149046cba94,이번에 여행가기로 한 거 취소될 뻔 했는데. 가게 되어서 다행이야.,happiness
5f6acbead338b948c4e685cd,이번에 국가에서 당뇨병 환자에게 지원금을 준대. 치료비를 아낄 수 있을 것 같아서 너무 기뻐.,happiness
5f6acc2bf8fac448cc0a5d9c,이번 큰 성과를 내어 곧 정년퇴직을 하는데 회사 동료들에게 명예롭게 퇴직할 수 있을 것 같아.,happiness
5f6acc3e9e04b149046cba95,우리 자식들은 어디 가서 자랑해도 꿇리지 않는 훌륭한 애들이야.,happiness
5f6acc53d338b948c4e685ce,새로운 회사에 들어가는데 상사가 아주 맘에 들어.,happiness
5f6acc6c9e04b149046cba96,온라인에서 마음 맞는 친구를 만나 기뻐.,happiness
5f6acc899e04b149046cba97,지금 사귀는 남자친구는 나에게 큰 믿음을 줘.,happiness
5f6acce59e04b149046cba9a,정년이 코앞으로 다가왔어.,happiness
5f6accf6111dfd48d40fcf58,가족들이 응원해준 덕분에 치료에 전념할 수 있어서 아주 기뻐.,happiness
5f6acd089e04b149046cba9b,시험도 끝났겠다 늦잠 자도 된다고 허락도 받았겠다 이제 실컷 자야지. 정말 행복해.,happiness
5f6acd279e04b149046cba9c,친구가 생일이라고 내가 평소에 갖고 싶은 선물을 사서 보내준 거 있지!,happiness
5f6acd3d9e04b149046cba9d,노인정 사람들이 동네에서 내가 제일 건강하다고 해주었어.,happiness
5f6acd96f8fac448cc0a5d9f,내 친구가 나를 보면 항상 기분이 좋아진다 했어. 너무 쑥스럽지만 기분 좋더라.,happiness
5f6acdf6111dfd48d40fcf59,마음을 졸이고 있었는데 원하던 고등학교에 합격했어.,happiness
5f6ace0af8fac448cc0a5da1,사과를 매일 먹었더니 피부가 좋아진 것 같아서 기분이 좋아.,happiness
5f6ace229e04b149046cba9f,어제 딸이 생일이라고 백만 원을 선물로 주어서 기뻐.,happiness
5f6ace6e111dfd48d40fcf5c,내 딸이 건강 검진에서 나와 관계있는 유전병이 없다고 확인받아서 기분이 좋네.,happiness
5f6ace8ed338b948c4e685d0,내가 오늘 현재 재정으로 노후 설계를 받았는데 아주 마음에 들어서 기뻐.,happiness
5f6acea4d338b948c4e685d1,남자친구가 바람피고 있다는 소문이 돌았는데 사실이 아닌 걸 오늘 알게 되었어. 다행이야.,happiness
5f6acebb111dfd48d40fcf5d,농사를 했는데 마늘이 잘 자랐어.,happiness
5f6aced0111dfd48d40fcf5e,나는 이렇게 순수한 사람들은 처음 봤어. 이 동네 사람들과 평생 화목하게 지내고 싶어.,happiness
5f6acf2d111dfd48d40fcf61,우리 둘 다 등산을 좋아해서 주말마다 아내랑 산에 다니는 것이 너무 만족스러워.,happiness
5f6acf6bd338b948c4e685d3,날씨가 너무 안 좋았는데 신혼여행 간 언니가 잘 도착했다는 연락이 왔어. 다행이야.,happiness
5f6acf7d9e04b149046cbaa1,지금 육아휴직으로 쉬고 있는데 남편이 일을 마치고 오면 집안일을 다 해줘서 참 편해,happiness
5f6acf96d338b948c4e685d4,유학 간다고 부모님께 말씀 드렸는데 조금 더 생각해보라며 침착하게 반응해주셔서 기뻤어.,happiness
5f6acfe79e04b149046cbaa4,갱년기 우울증도 아내와 같이 노력한 덕분에 지금 많이 좋아져서 기뻐.,happiness
5f6acff8d338b948c4e685d5,아빠한테 치킨을 먹고 싶다고 했더니 곧장 사 오셨어. 내 말을 기억해 준 아빠한테 고마워.,happiness
5f6ad03cd338b948c4e685d7,인사부에 아는 친구를 우연히 만나서 점심을 같이 먹었는데 내가 인사 고과가 높아서 다음에 승진될 거래!,happiness
5f6ad050111dfd48d40fcf63,나는 만성질환을 앓고 있어.,happiness
5f6ad097d338b948c4e685da,은퇴는 했지만 경제적으로 넉넉한 생활을 유지하고 있어서 다행이야.,happiness
5f6ad0a89e04b149046cbaa5,어제 친한 친구를 만나서 너무 기뻐.,happiness
5f6ad0b7f8fac448cc0a5da2,이번에 드디어 취업했어. 너무 기분이 좋아!,happiness
5f6ad0d2d338b948c4e685db,어제 병원에서 좋은 소식을 들었어.,happiness
5f6ad0ebd338b948c4e685dc,영심 할머니가 도와줘서 빚을 갚게 되었어.,happiness
5f6ad154d338b948c4e685df,내일 오랜만에 동창회에 나가기로 했어. 친구들을 볼 생각하니 신이 나.,happiness
5f6ad16c111dfd48d40fcf64,오늘 하루는 진짜 빠르게 지나갔네. 곧 퇴근이라 너무 기뻐.,happiness
5f6ad187111dfd48d40fcf65,최근에 만나고 있는 남자가 있는데 왠지 잘될 것 같아.,happiness
5f6ad1cd9e04b149046cbaa8,오늘은 이십 년간 부어 오던 적금의 만기 날이야.,happiness
5f6ad1e2111dfd48d40fcf66,남자친구와 결혼까지 갈 수 있을 것 같아. 든든하고 믿을 수 있는 사람이라는 느낌이 들어.,happiness
5f6ad1fc111dfd48d40fcf67,이번에 처음으로 같이 일하게 된 다른 부서 직원이 일솜씨가 좋아 오늘 일찍 끝나겠어.,happiness
5f6ad244111dfd48d40fcf6a,건강하고 재정적으로 여유가 있으니 세상이 참 평화로워 보여.,happiness
5f6ad258f8fac448cc0a5da3,아내의 배려 덕에 아픈 어머니를 집에서 편안하게 잘 모시게 되어서 기뻐.,happiness
5f6ad2ac9e04b149046cbaa9,적은 나이는 아니지만 가족들과 같이 해외여행을 자유롭게 할 수 있는 게 정말 행복해.,happiness
5f6ad2fc111dfd48d40fcf6e,곧 입대인데 여자친구랑 나는 제대까지 함께할 건데 주변에서 뭐라고 해서 힘들어.,happiness
5f6ad30df8fac448cc0a5da4,만성 질환을 앓고 있어도 경제적으로 여유로워 약값 걱정이 안 돼.,happiness
5f6ad320d338b948c4e685e0,이제는 남편을 더 신뢰하게 된 것 같아.,happiness
5f6ad340f8fac448cc0a5da6,딸에게 가게를 물려주고 나는 관절염 치료에 전념하길 정말 잘한 거 같아.,happiness
5f6ad34df8fac448cc0a5da7,학업에 고민이 많았는데 엄마한테 망설임 없이 이야기했어.,happiness
5f6ad35c9e04b149046cbaaa,퇴원 예정일보다 일찍 퇴원해서 아내랑 집에 가고 있어.,happiness
5f6ad370d338b948c4e685e4,나 지금 친구 만나고 집에 가는 길이야. ,happiness
5f6ad36fd338b948c4e685e3,우리 딸은 시키지 않아도 공부를 열심히 해. 딸만 보면 너무 기특해.,happiness
5f6ad383f8fac448cc0a5da8,의사 선생님이 백두산 등산 가도 된다고 하네! 너무 가고 싶었는데 드디어 가게 되어 흥분돼.,happiness
5f6ad3839e04b149046cbaab,근력운동을 열심히 했더니 못 들던 무게도 들 수 있게 되었어.,happiness
5f6ad398d338b948c4e685e5,내 아내는 당뇨 합병증으로 고생하고 있지만 나보다 더 오래 살 게 분명해.,happiness
5f6ad3b5f8fac448cc0a5da9,요즘 계속 야근을 하고 있는데 오늘 동기가 도와줘서 고마웠어.,happiness
5f6ad3ccd338b948c4e685e6,입사 새내기지만 나는 우리 팀을 잘 이끌어 주시는 팀장님이 있어서 감사함을 느껴.,happiness
5f6ad3e59e04b149046cbaad,나는 우리 반에서 제일 공부를 잘해.,happiness
5f6ad3f4d338b948c4e685e8,내 생일에 좋아하는 배우한테 생일 축하한다는 메시지를 받았어.,happiness
5f6ad407111dfd48d40fcf6f,내일은 은사님을 만나러 가. 나의 은인 같은 분이지.,happiness
5f6ad4179e04b149046cbaae,암이 완치되었다고 하네. 너무 기뻐.,happiness
5f6ad42ff8fac448cc0a5daa,가족들도 화목하고 서로 대화도 잘 통해서 그런지 요즘 행복해.,happiness
5f6ad498d338b948c4e685e9,내 친구는 내 비밀을 절대 다른 사람에게 말하지 않을 거라 신뢰하고 있어.,happiness
5f6ad4abd338b948c4e685ea,나의 직장 상사분이 날 많이 신뢰하셔.,happiness
5f6ad4bbf8fac448cc0a5dab,이번에 새로 옮긴 회사는 업무도 깔끔하고 동료들도 정말 좋아서 마음에 들어.,happiness
5f6ad4cd111dfd48d40fcf70,암이 완치된 후 농촌 생활을 하면서 농작물을 기르면서 지내고 있는데 너무 좋고 편안해.,happiness
5f6ad531f8fac448cc0a5dae,이제야 고생하던 프로젝트가 끝났어. 너무 다행이야.,happiness
5f6ad53d111dfd48d40fcf71,왕따당하고 있었는데 친구가 도와줬어.,happiness
5f6ad550f8fac448cc0a5daf,이번에 승진할 수 있을 것 같아!,happiness
5f6ad5619e04b149046cbab2,난 정말 결혼을 해야 할지 말아야 할지 잘 모르겠어.,happiness
5f6ad5789e04b149046cbab3,나 수시합격해서 마음이 너무 편안해.,happiness
5f6ad5d7d338b948c4e685ed,정말 기특하고 고맙게도 큰아들 내외가 내 여생을 함께 하겠다고 해 줘서 기뻐.,happiness
5f6ad5e6111dfd48d40fcf72,여자친구에게 선물을 해줬는데 너무 좋아해서 나까지 기분이 좋아졌어.,happiness
5f6ad5f8d338b948c4e685ee,나 완전히 신나!,happiness
5f6ad60e111dfd48d40fcf73,어제 가고 싶은 회사로부터 최종 합격 통지를 받았어. 큰 걱정거리가 사라진 느낌이야.,happiness
5f6ad6239e04b149046cbab4,건강이 조금씩 회복될 기미가 보여서 다행이야.,happiness
5f6ae714d338b948c4e685fa,겨울에 할머니 댁에 갔을 때 아빠가 군고구마를 만들어주셔서 좋았어.,happiness
5f6ae76bf8fac448cc0a5db8,마라톤을 완주했어! 너무 기뻐.,happiness
5f6ae783d338b948c4e685fb,드디어 내일이면 프로젝트가 끝나. 벌써 홀가분해!,happiness
5f6ae7de111dfd48d40fcf75,오늘 날 괴롭히던 친구가 선생님께 된통 혼이 났어.,happiness
5f6ae843d338b948c4e685fe,여자친구한테 정말 감사해. 제대할 때까지 불평 없이 기다려주는 사람은 그녀 밖에 없을 거야.,happiness
5f6ae871d338b948c4e685ff,난 매일매일 감정을 정리하는 일기를 쓰고 있어. 차분해지는 기분이 들거든.,happiness
5f6ae88cd338b948c4e68600,우리반은 정말 편한것 같아.,happiness
5f6aea09111dfd48d40fcf7b,휴직계를 냈으니 당분간은 업무 스트레스랑 안녕이다.,happiness
5f6aec81111dfd48d40fcf7d,요즘 내 동기가 내가 어려울 때 먼저 도와줘. 정말 고마운데 내가 뭔가 할 수 있는 게 없을까?,happiness
5f6aecb59e04b149046cbac3,좋은 사람들이 곁에 있어 감사해.,happiness
5f6aecc8d338b948c4e68602,나는 아들보다 딸이 더 좋을 것 같아.,happiness
5f6aecc9f8fac448cc0a5dbd,오늘 학교에서 친구랑 다퉜는데 선생님은 나만 뭐라고 하셔.,happiness
5f6aecdd111dfd48d40fcf7e,오늘 은행에서 좋은 일이 있었어. 안심이야.,happiness
5f6aecf59e04b149046cbac4,지금 하기 싫은 공부도 언젠가는 도움이 된다고 생각해.,happiness
5f6aed0df8fac448cc0a5dbe,직장 상사한테 받은 스트레스 때문에 우울해하니 직장동료가 맛있는 점심을 도시락으로 대접해줬어.,happiness
5f6aed2ad338b948c4e68603,이제까지 진짜 힘들었는데 우리 선생님께 이번에 말씀 드리니까 언제든지 고민 들어주시겠대.,happiness
5f6aede4d338b948c4e68609,몸도 아프고 가난해서 약값 낼 돈이 없었는데 약사 선생님이 특별히 외상을 해주셔서 고마워.,happiness
5f6aedfed338b948c4e6860a,얼마 전에 내시경을 했는데 마음이 편안해졌어.,happiness
5f6aee5dd338b948c4e6860d,내 체력 정도면 손주를 업고 다녀도 될 것 같아.,happiness
5f6aee6d111dfd48d40fcf7f,어제 건강검진 결과를 받았는데 모두 정상이래. 신난다!,happiness
5f6aee7e9e04b149046cbac7,통장잔고를 보니 열심히 일한 보람이 있어.,happiness
5f6aee83111dfd48d40fcf80,저번에 내가 십 년 지기랑 절교할 뻔한 적 있다고 했지?,happiness
5f6aee8ff8fac448cc0a5dc1,이 적금을 들면 삼 년 안에 천만 원을 모을 수 있어.,happiness
5f6aee93f8fac448cc0a5dc2,이번에 내가 전교에서 상위권이래.,happiness
5f6aeea4d338b948c4e6860e,난 우리 가족이 정말 좋아.,happiness
5f6aef0e9e04b149046cbaca,시어머니가 추석에 내려오지 말고 그냥 집에서 각자 보내자고 하시네. 언제 내려오냐는 전화인 줄 알았는데 너무 좋아.,happiness
5f6aef279e04b149046cbacb,아빠가 운전을 하다가 사고가 날 뻔했어. 사고가 나지 않아서 다행이야.,happiness
5f6aef449e04b149046cbacd,드디어 취업이 되었어. 다니고 싶었던 직장에 다니게 돼서 정말 다행이야.,happiness
5f6aef63f8fac448cc0a5dc9,이번에 큰아이가 대입 시험을 보았어.,happiness
5f6aef6f9e04b149046cbad0,오늘 내가 가고 싶었던 대학에서 합격 전화가 와서 너무 기뻐.,happiness
5f6aefbef8fac448cc0a5dca,나 요즘 고민거리가 생겼어.,happiness
5f6aefd4111dfd48d40fcf83,연봉이 더 높은 회사로 이직할 기회가 생겼어. 너무 흥분돼.,happiness
5f6aefead338b948c4e68615,우리 회사는 직원들에게 최고의 복지를 제공한다고 믿어.,happiness
5f6af030d338b948c4e68616,고지혈증이 있어서 이번에 추천 받은 저염식 식단으로 먹기 시작했는데. 이게 의외로 맛이 나.,happiness
5f6af05ef8fac448cc0a5dcb,오늘 면접을 잘 본 것 같아.,happiness
5f6af08df8fac448cc0a5dcc,이번에 하프마라톤 대회 나가서 완주했어. 목표달성을 해서 아주 기뻐.,happiness
5f6af0eb111dfd48d40fcf88,오늘 직장에서 프로젝트 하나에 성공했어.,happiness
5f6af0f5d338b948c4e6861e,동네 노인들이 내 팔순 잔치를 성대하게 열어줘서 감동받았어.,happiness
5f6af104d338b948c4e6861f,동기들과 비교했을 때 내가 조금 더 높은 연봉을 받고 있는 것 같아. 자랑스러워.,happiness
5f6af118111dfd48d40fcf89,지원하는 회사에서 요구하는 자격증을 모두 취득했어.,happiness
5f6af12c9e04b149046cbad6,나와 아내는 서로를 신뢰하는 탓에 한 번도 싸운 적이 없어.,happiness
5f6af1759e04b149046cbad9,오늘은 내가 정시에 퇴근할 수 있어.,happiness
5f6af17c9e04b149046cbadb,내가 갖고 싶은 핸드폰을 아빠가 선물로 사주신대.,happiness
5f6af189f8fac448cc0a5dcd,드디어 대학 졸업이야. 그동안 너무 지겨웠는데 이제 돈도 벌고 사고 싶은 것들 다 살 생각을 하니 흥분돼.,happiness
5f6afc95d338b948c4e6862b,남들은 결혼식 준비로 스트레스 엄청 받는다 하던데 난 정말 순조로운 것 같아 다행이야.,happiness
5f6afca79e04b149046cbade,문학 공모전에서 입상해서 교수님과 친구들에게 축하를 받았어. 너무 기뻐.,happiness
5f6afcc1111dfd48d40fcf92,내 기획안으로 제품을 출시한다면 대박 날 것 같아.,happiness
5f6afd189e04b149046cbae0,남자친구랑 결혼에 대해서 천천히 생각해보기로 했어.,happiness
5f6afd339e04b149046cbae1,진로를 바꾸려고 고민 중인데 선생님께선 뭐든 잘할 수 있다 하셔서 의사가 되기로 했어.,happiness
5f6afdc5111dfd48d40fcf95,아내와 아들한테 신뢰감 있는 가장이 되고 싶어.,happiness
5f6afde1111dfd48d40fcf96,나 드디어 어려운 취업에 성공했어!,happiness
5f6afdf9111dfd48d40fcf97,이번에 면접 본 회사 아무래도 느낌이 좋아!,happiness
5f6afe15d338b948c4e6862c,내가 사귀는 애인이 있는데 이번에 결혼까지 갈 수 있을 거 같아.,happiness
5f6afe76111dfd48d40fcf9a,대학교에 오니 친구들이 정말 많이 생겼어! . 신나.,happiness
5f6afe88d338b948c4e6862d,이번에 엠티 가서 찍은 사진인데 정말 잘나온 것 같아.,happiness
5f6afe9bd338b948c4e6862e,결혼하길 잘한 것 같아.,happiness
5f6afeb2111dfd48d40fcf9b,이대로 시력을 잃는 줄 알았는데 수술을 하면 앞을 볼 수 있대!,happiness
5f6afed59e04b149046cbae2,다행이야. 내가 이번에 상사에게 제시한 방안이 괜찮았나 봐.,happiness
5f6aff40111dfd48d40fcf9e,나도 드디어 친구가 생겼어.,happiness
5f6aff57f8fac448cc0a5dd7,휴 정말 다행이지 뭐야.,happiness
5f6affb1111dfd48d40fcf9f,오늘 친구가 그동안 나한테 서운한 점에 관해서 이야기해줬어.,happiness
5f6affcb111dfd48d40fcfa0,나 정말 기가 차서 살면서 그런 소릴 들어 보기는 처음이야.,happiness
5f6affecd338b948c4e68630,주변 친구들은 다들 결혼하고 싶어 소개팅에 안달인데 난 아직 연애에 대해 느긋해.,happiness
5f6b0058d338b948c4e68632,바이러스로 인해 다들 예민한데 갑자기 열이 올라 검사를 했더니 다행히 음성이 나왔어.,happiness
5f6b0072f8fac448cc0a5dd8,얼마 전에 남편이 바람피운 줄 알고 속상할 뻔했어.,happiness
5f6b008f111dfd48d40fcfa1,가족들이 내가 요즘 집안일 때문에 힘들어하니까 많이 도와줘서 편해졌어.,happiness
5f6b0100111dfd48d40fcfa4,요즘은 내 대인관계가 편안한 편이야.,happiness
5f6b011ed338b948c4e68633,오늘 직장에서 좋은 일 있었어.,happiness
5f6b01a5f8fac448cc0a5ddc,매번 전셋집만 살았는데 드디어 내 집을 마련하니까 마음이 정말 편해졌어.,happiness
5f6b01bed338b948c4e68634,가장 유능한 부하직원이 퇴사를 취소해서 너무 다행스러워.,happiness
5f6b0212f8fac448cc0a5ddd,드디어 취업에 성공했어. 그것도 원하는 직장에 가게 됐어!,happiness
5f6b3f579e04b149046cbaeb,나 드디어 해냈어.,happiness
5f6b3f6a9e04b149046cbaec,학업에 고민이 많았는데 엄마한테 망설임 없이 얘기했어.,happiness
5f6b3f7dd338b948c4e68643,열심히 벌고 모아서 이제는 나의 노후에 대해서 준비가 된 상태라고 믿고 있어.,happiness
5f6b3f96d338b948c4e68645,내 얘기를 자기 일처럼 공감해주는 지인들이 있어.,happiness
5f6b3fb2d338b948c4e68646,어제 못 받은 나머지 수당 겨우 받았네.,happiness
5f6b400b111dfd48d40fcfad,아빠와 엄마가 나 초등학교 때 이혼을 하셨어. 그래도 난 괜찮아.,happiness
5f6b401e9e04b149046cbaf0,건강검진을 받았어. 이렇게 젊은데 아무 이상이 없겠지?,happiness
5f6b4033f8fac448cc0a5de8,산부인과 다녀오는 길인데 임신이래. 정말 기다려왔는데 아주 좋아.,happiness
5f6b407f111dfd48d40fcfb0,사십 대부터 노후 준비를 착실히 진행해서 노년을 편히 보낼 수 있을 것 같아.,happiness
5f6b40df111dfd48d40fcfb6,낚시 오랜만에 하니 좋았네.,happiness
5f6b40f3d338b948c4e6864e,내가 곤란한 상황에 처했을 때 동기가 대신 해명해줘서 고마웠어. 정말 좋은 동기야.,happiness
5f6b4109111dfd48d40fcfb7,우리 사무실은 서로 존중하는 분위기여서 항상 편안한 환경 속에서 일해.,happiness
5f6b411f9e04b149046cbaf5,내가 방광염 때문에 불편했는데 오늘 병원에 가보니 다 나았다고 하더라고. 빨리 치료해서 너무나 다행이야.,happiness
5f6b4136111dfd48d40fcfb8,팀원들과 계획한 일이 차질 없이 진행되고 있어서 편안한 느낌이 들어.,happiness
5f6b419a111dfd48d40fcfba,아내의 무릎이 안 좋아서 항상 걱정했는데 많이 좋아졌다고 하니 기뻐.,happiness
5f6b426e111dfd48d40fcfbe,은퇴 후에 남편과 세계여행을 다닐 생각을 하니까 너무 기뻐.,happiness
5f6b4283111dfd48d40fcfbf,내가 병원에 입원했을 때 도와준 지인들이 정말 고마웠어.,happiness
5f6b4299111dfd48d40fcfc0,남편이 휴가를 받아서 같이 여행을 가기로 했어!,happiness
5f6b42e2f8fac448cc0a5def,우리 회사는 정말 괜찮은 회사야. 그래서 너무 뿌듯해.,happiness
5f6b42f19e04b149046cbafc,나는 노인정 친구들을 정말 믿어.,happiness
5f6b4306d338b948c4e68656,이 일만 칠 년째 하다 보니 일이 익숙해서 편해.,happiness
5f6b4333d338b948c4e68659,어제 남편이랑 별것도 아닌 일에 싸우게 됐는데 내가 너무 흥분해서 말을 심하게 한 것 같아서 마음이 안 좋아.,happiness
5f6b43b8111dfd48d40fcfc4,내가 독거노인인데다 지금 돈이 없어 병원을 못 가고 있었어. 누군가의 후원으로 치료를 받을 수 있게 돼서 정말 행복해.,happiness
5f6b43d3111dfd48d40fcfc5,나의 아픔을 공감해주는 남편을 믿어서 정말로 기뻐.,happiness
5f6b46fad338b948c4e68666,이번에 산 주식은 확실히 오를 것 같아!,happiness
5f6b46f6f8fac448cc0a5dff,남편이 보너스를 받았는데 내 옷을 사왔네.,happiness
5f6b473d9e04b149046cbb0f,주변 사람들이 나더러 멋쟁이 할머니래.,happiness
5f6b4754f8fac448cc0a5e00,손주를 안고 다니기에 내 체력은 충분해.,happiness
5f6b476df8fac448cc0a5e01,옆집 김 씨가 무릎이 안 좋다고 해서 영양제를 나눠줬어. 고마워하는 모습을 보고 기뻤어.,happiness
5f6b47b49e04b149046cbb13,오늘 선생님과 진로에 대해 깊이 있는 대화를 나눴어. 그러길 정말 잘한 것 같아.,happiness
5f6b47e2f8fac448cc0a5e02,원하는 대학에 합격했어. 너무 기분이 좋아. 부모님도 기뻐하실거구.,happiness
5f6b4855f8fac448cc0a5e04,이번에 새로 취업한 회사에서 정년까지 일할 계획이야. 오래 직장생활을 할 자신이 있어.,happiness
5f6b4956111dfd48d40fcfd2,나는 돈을 착실히 모아서 은퇴해도 돈 걱정은 없어.,happiness
5f6b49669e04b149046cbb1a,나이가 많이 먹다 보니 병원을 자주 가는데 갈 때마다 며느리가 항상 데려다주니 편하고 고마워.,happiness
5f6b68cd9e04b149046cbb1f,건강이 안 좋다고 입원하래. 기가 막혀서 말이 안 나온다.,happiness
5f6b692c111dfd48d40fcfea,오늘 발표 시간에 내 차례가 되니 눈앞이 캄캄해지는 거 있지.,happiness
5f6b6941f8fac448cc0a5e1e,지난주 결혼하고 신혼여행을 다녀왔는데 허니문 베이비를 갖게 될 것 같아. 너무 기대돼.,happiness
5f6b6959f8fac448cc0a5e1f,이번에 새로 들어간 모임이 정말 좋은 것 같아. 잘 들어간 것 같고 만족스러워.,happiness
5f6b696fd338b948c4e6867f,정년퇴직하고 만성 질환이 없어서 다행이야.,happiness
5f6b69cd111dfd48d40fcfee,내가 원하던 회사에 입사하게 되었어.,happiness
5f6b69e49e04b149046cbb20,요새 가족 관계가 만족스러워.,happiness
5f6b6a28111dfd48d40fcff1,아버지가 병이 나아서 퇴원하실 수 있게 되어서 너무 감사해.,happiness
5f6b6a3d111dfd48d40fcff2,형이 학교에서 소풍을 간다길래 내가 아끼는 옷을 빌려줬어. 기분이 좋아.,happiness
5f6b6a57d338b948c4e68681,이번에 정기적금 만기 돼서 탔어. 너무 기분이 좋아.,happiness
5f6b6a76111dfd48d40fcff4,박 씨 할머니 덕분에 내가 이 동네에 잘 적응할 수 있었어.,happiness
5f6b6a779e04b149046cbb22,아내가 가계 관리를 잘해줘서 내가 이렇게라도 잘 사는 거 같아 너무 고마워.,happiness
5f6b6a8e9e04b149046cbb23,여자친구가 임신이 되기 힘든 몸인데 임신을 했어. 기분 좋아서 어떻게 해야 될 지 모르겠어!,happiness
5f6b6af1111dfd48d40fcff9,내가 살면서 중요하게 생각하는 게 친구가 많아야 한다고 생각이 들어.,happiness
5f6b6af49e04b149046cbb25,혈압수치가 많이 좋아져 한시름 놓아도 된다고 하니 기뻐.,happiness
5f6b6b0af8fac448cc0a5e21,친구들에게 고맙다는 인사를 전해야겠어.,happiness
5f6b6b06d338b948c4e68683,시간이 모든 걸 해결해 주겠지?,happiness
5f6b6b22111dfd48d40fcffa,직장가면 아프던 몸도 낫는 듯해.,happiness
5f6b6b57d338b948c4e68684,첫 구직 활동이었는데 내가 원하던 회사에 취직하게 됐어!,happiness
5f6b6b6df8fac448cc0a5e25,중간 정산을 해보니 이번 달에는 흑자가 될 것 같아. 지난달에는 적자여서 스트레스를 많이 받았거든.,happiness
5f6b6b71f8fac448cc0a5e26,작은 아들 사업이 어렵다는 이야기를 들었는데 다시 괜찮아졌다는 소식을 들으니 정말 다행이야.,happiness
5f6b6b9ad338b948c4e68685,오늘 정말 좋은 일이 있었어!,happiness
5f6b6bac111dfd48d40fcffc,오늘 남자 직원들 다 외근이나 출장 나가고 나 혼자 밖에 없어서 점심에 내가 먹고 싶은 샌드위치 집에 갈 거야.,happiness
